Baseline Decision Tree
25,4
13,13
7,7
6,2
2,18
25,17
11,11
23,23
8,22
24,20
2,2
9,9
11,11
5,19
4,4
4,5
14,6
15,8
18,2
0,0
14,16
13,0
25,25
1,17
9,9
25,1
10,21
8,8
12,24
11,12
25,3
13,23
19,17
16,16
10,10
10,10
18,18
25,9
17,15
15,5
5,16
10,11
10,13
4,1
7,13
7,10
7,25
5,14
6,24
13,0
7,7
15,3
22,22
20,20
15,3
2,14
8,25
15,9
9,15
14,14
10,7
0,2
11,11
10,12
0,0
6,6
6,6
20,20
21,12
24,13
24,24
11,22
24,21
25,8
11,21
18,18
4,15
15,17
6,6
19,19
##################CONFUSION MATRIX############################
[[2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]
 [0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 2 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 1 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0]
 [0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1]]
Precision
[0.5        0.         0.25       0.         0.5        0.
 0.75       0.66666667 0.33333333 0.5        0.66666667 0.75
 0.         0.25       0.33333333 0.         0.33333333 0.
 0.66666667 0.5        0.66666667 0.         0.33333333 0.5
 0.33333333 0.33333333]
Recall
[0.66666667 0.         0.33333333 1.         0.25       0.
 0.6        0.4        0.33333333 0.66666667 0.28571429 0.5
 0.         0.25       0.33333333 0.         1.         0.
 0.66666667 0.5        1.         0.         1.         1.
 0.25       0.14285714]
F1 by class
[0.57142857 0.         0.28571429 0.         0.33333333 0.
 0.66666667 0.5        0.33333333 0.57142857 0.4        0.6
 0.         0.25       0.33333333 0.         0.5        0.
 0.66666667 0.5        0.8        0.         0.5        0.66666667
 0.28571429 0.2       ]
Accuracy
0.3625
Macro average F1
0.3447802197802198
Weighted average F1
0.37077380952380945
