Best Decision Tree
9,9
4,0
5,4
9,5
9,9
1,1
1,1
1,3
0,8
6,9
2,0
1,1
3,3
9,9
3,0
3,3
9,9
9,9
7,7
1,1
6,6
1,1
2,2
7,7
9,9
8,8
1,1
1,1
9,8
8,2
9,9
8,8
8,8
9,9
8,8
1,1
5,9
9,9
1,1
1,1
1,1
7,7
0,0
5,5
9,9
9,5
1,1
6,1
5,5
1,1
9,8
0,9
5,5
4,9
0,0
0,1
8,8
9,5
5,4
1,1
1,1
1,9
0,0
0,0
9,9
0,0
1,1
4,4
0,0
2,9
3,3
1,1
1,1
5,9
0,9
8,8
5,4
3,1
9,4
9,9
1,7
1,1
0,0
5,5
4,0
9,6
9,9
9,9
7,7
9,6
8,8
9,5
1,1
1,1
5,5
1,1
5,9
9,9
0,0
0,0
4,9
8,8
4,8
2,2
4,4
5,5
8,8
5,5
5,5
9,4
1,1
9,9
9,2
5,5
8,8
9,9
8,8
1,4
4,8
9,9
1,1
5,5
5,5
9,9
1,1
1,1
2,6
5,9
0,4
5,9
1,1
1,1
8,8
1,1
9,9
1,1
5,4
9,9
0,0
0,2
5,5
0,0
3,1
1,9
9,4
2,4
4,9
9,9
9,9
1,1
5,1
5,5
9,9
1,1
5,5
0,0
1,1
9,5
9,5
3,3
6,0
0,8
0,0
1,1
1,1
1,1
1,1
1,1
9,9
0,0
5,5
9,9
9,5
0,0
9,4
1,1
1,1
0,0
8,8
9,5
4,9
1,1
4,4
9,9
9,4
1,1
9,9
4,4
0,9
3,3
1,1
9,9
1,1
6,9
9,5
7,7
9,9
1,7
9,9
2,9
5,9
0,0
9,9
0,0
9,0
9,1
8,8
1,1
5,5
0,4
9,4
5,5
0,0
0,0
9,9
4,0
8,8
1,1
1,1
9,9
4,8
1,1
5,9
4,4
5,4
1,3
9,8
9,5
0,4
1,1
9,9
1,1
1,9
4,9
1,1
9,6
5,5
9,9
4,2
1,1
2,2
0,0
9,9
9,9
1,1
1,1
9,5
0,0
9,9
1,7
8,9
1,1
1,1
1,1
9,9
0,0
4,9
1,3
1,1
1,1
9,4
3,1
1,1
1,1
4,4
8,5
9,9
0,2
7,7
9,9
9,5
4,4
5,9
1,1
1,7
0,0
4,5
8,8
9,9
4,5
0,0
4,4
9,4
6,6
1,3
5,9
0,0
3,1
9,5
1,1
3,3
9,9
8,2
1,8
1,1
9,9
1,1
0,0
9,8
5,9
1,0
5,5
4,9
5,5
1,1
1,1
1,1
7,7
8,6
1,1
9,9
9,9
3,1
4,4
1,1
9,8
5,5
5,9
9,9
7,7
9,9
8,8
9,9
8,9
0,0
9,5
4,9
0,0
1,1
9,5
5,5
4,1
5,9
4,4
1,1
4,6
7,7
1,1
9,9
9,4
8,8
6,8
5,5
8,8
0,0
9,4
5,5
9,4
9,9
9,9
5,5
3,3
1,1
8,8
1,1
5,4
4,9
1,1
1,1
5,1
1,4
4,9
2,0
9,5
4,4
9,2
0,4
1,1
1,1
3,3
4,9
5,5
1,1
5,5
1,1
9,4
1,1
9,9
8,8
9,8
1,1
9,9
1,1
1,1
1,1
9,9
0,4
4,4
9,9
9,6
9,9
9,9
8,0
0,1
5,5
1,1
2,2
8,8
9,2
1,1
1,1
9,9
6,6
4,9
8,8
4,7
8,8
9,9
8,8
5,4
5,5
6,6
1,1
9,9
1,1
1,1
9,9
1,1
4,4
5,5
4,4
9,9
1,3
9,9
4,4
0,0
9,9
5,5
6,4
8,8
9,9
0,4
1,1
9,9
9,9
1,1
1,1
9,9
9,9
5,5
1,1
0,0
0,0
3,1
0,0
2,9
8,8
8,8
0,0
5,4
4,9
0,9
1,1
9,9
8,8
0,0
1,1
0,0
1,1
9,9
1,1
8,8
8,8
9,9
4,8
4,4
1,1
4,2
7,7
8,8
9,9
8,8
9,2
9,9
3,3
9,9
5,5
0,0
8,6
1,6
6,6
1,0
1,1
0,1
9,9
4,4
9,9
9,8
9,9
0,0
1,1
5,5
4,4
1,1
8,8
1,1
1,3
0,0
0,0
1,1
9,9
0,0
5,9
4,4
9,9
0,0
9,2
1,1
5,5
8,8
9,9
1,1
1,1
5,9
4,4
0,0
1,1
9,9
8,6
5,5
##################CONFUSION MATRIX############################
[[ 44   3   2   0   6   0   0   0   2   4]
 [  2 111   0   6   2   0   1   4   1   3]
 [  2   0   4   0   1   0   1   0   0   3]
 [  1   6   0   9   0   0   0   0   0   0]
 [  3   1   2   0  20   2   1   1   4  13]
 [  0   2   0   0   8  36   0   0   0  14]
 [  1   1   0   0   1   0   5   0   1   2]
 [  0   0   0   0   0   0   0  10   0   0]
 [  1   0   2   0   0   1   3   0  35   2]
 [  1   1   5   0  12  16   4   0   7  84]]
Precision
[0.8        0.888      0.26666667 0.6        0.4        0.65454545
 0.33333333 0.66666667 0.7        0.672     ]
Recall
[0.72131148 0.85384615 0.36363636 0.5625     0.42553191 0.6
 0.45454545 1.         0.79545455 0.64615385]
F1 by class
[0.75862069 0.87058824 0.30769231 0.58064516 0.41237113 0.62608696
 0.38461538 0.8        0.74468085 0.65882353]
Accuracy
0.6884615384615385
Macro average F1
0.6144124249565258
Weighted average F1
0.691764840026619
