PERCEPTRON
9,9
0,0
4,4
5,5
9,9
1,1
0,1
3,3
8,8
9,9
5,0
1,1
7,3
9,9
9,0
3,3
9,9
9,9
7,7
1,1
6,6
1,1
2,2
7,7
9,9
0,8
1,1
1,1
2,8
0,2
9,9
2,8
8,8
9,9
8,8
1,1
9,9
9,9
1,1
1,1
0,1
7,7
2,0
5,5
9,9
9,5
1,1
8,1
5,5
1,1
4,8
0,9
5,5
9,9
0,0
0,1
8,8
5,5
9,4
1,1
1,1
9,9
0,0
0,0
9,9
0,0
1,1
4,4
0,0
0,9
3,3
0,1
1,1
9,9
9,9
8,8
4,4
1,1
0,4
9,9
7,7
1,1
0,0
5,5
0,0
9,6
9,9
9,9
7,7
0,6
8,8
4,5
1,1
1,1
5,5
1,1
9,9
9,9
0,0
0,0
9,9
8,8
0,8
2,2
4,4
5,5
0,8
5,5
5,5
4,4
1,1
9,9
5,2
5,5
8,8
9,9
8,8
0,4
8,8
9,9
1,1
5,5
5,5
9,9
1,1
1,1
2,6
4,9
4,4
8,9
1,1
1,1
2,8
1,1
9,9
1,1
4,4
9,9
0,0
2,2
5,5
0,0
1,1
4,9
4,4
0,4
9,9
9,9
9,9
1,1
1,1
5,5
9,9
1,1
5,5
0,0
1,1
5,5
5,5
3,3
0,0
0,8
0,0
1,1
1,1
1,1
1,1
1,1
9,9
0,0
5,5
9,9
5,5
0,0
4,4
1,1
1,1
0,0
8,8
5,5
4,9
1,1
4,4
9,9
0,4
1,1
9,9
4,4
0,9
3,3
1,1
9,9
1,1
9,9
5,5
7,7
9,9
7,7
9,9
9,9
5,9
0,0
9,9
0,0
5,0
5,1
8,8
1,1
5,5
0,4
4,4
9,5
0,0
0,0
9,9
0,0
8,8
1,1
3,1
9,9
0,8
1,1
9,9
4,4
4,4
3,3
8,8
5,5
8,4
1,1
9,9
1,1
3,9
4,9
1,1
2,6
5,5
9,9
0,2
1,1
2,2
0,0
9,9
9,9
1,1
1,1
9,5
0,0
9,9
7,7
9,9
1,1
1,1
1,1
4,9
0,0
9,9
0,3
1,1
1,1
9,4
8,1
1,1
1,1
4,4
2,5
9,9
0,2
7,7
9,9
5,5
0,4
4,9
1,1
7,7
0,0
5,5
8,8
9,9
5,5
0,0
4,4
4,4
6,6
3,3
9,9
0,0
1,1
9,5
1,1
3,3
9,9
0,2
8,8
1,1
9,9
1,1
0,0
0,8
9,9
0,0
5,5
9,9
5,5
1,1
1,1
1,1
7,7
0,6
3,1
9,9
9,9
0,1
4,4
1,1
8,8
4,5
9,9
9,9
7,7
9,9
0,8
9,9
0,9
4,0
9,5
9,9
0,0
1,1
9,5
2,5
4,1
9,9
4,4
0,1
4,6
7,7
1,1
9,9
4,4
8,8
9,8
5,5
8,8
0,0
0,4
5,5
4,4
9,9
9,9
5,5
3,3
4,1
0,8
1,1
9,4
4,9
1,1
1,1
4,1
0,4
9,9
0,0
2,5
4,4
8,2
0,4
1,1
1,1
3,3
9,9
5,5
1,1
5,5
1,1
4,4
1,1
9,9
8,8
8,8
1,1
9,9
1,1
1,1
1,1
9,9
4,4
4,4
9,9
9,6
9,9
9,9
0,0
1,1
5,5
1,1
2,2
8,8
2,2
1,1
1,1
9,9
0,6
9,9
8,8
7,7
8,8
9,9
8,8
0,4
5,5
6,6
1,1
8,9
1,1
1,1
9,9
1,1
4,4
5,5
9,4
9,9
0,3
9,9
8,4
0,0
9,9
5,5
0,4
8,8
9,9
0,4
1,1
9,9
9,9
1,1
1,1
9,9
9,9
5,5
1,1
0,0
0,0
1,1
0,0
9,9
8,8
8,8
0,0
9,4
9,9
4,9
1,1
9,9
8,8
0,0
0,1
0,0
1,1
9,9
1,1
0,8
8,8
9,9
9,8
4,4
0,1
0,2
7,7
8,8
9,9
8,8
2,2
9,9
3,3
9,9
5,5
0,0
8,6
9,6
6,6
0,0
0,1
0,1
9,9
4,4
9,9
8,8
9,9
0,0
0,1
5,5
4,4
1,1
8,8
0,1
0,3
0,0
0,0
1,1
9,9
0,0
9,9
4,4
9,9
0,0
2,2
1,1
5,5
0,8
9,9
1,1
1,1
9,9
4,4
0,0
1,1
9,9
6,6
5,5
##################CONFUSION MATRIX############################
[[ 50  12   5   3  12   0   3   0  10   4]
 [  0 105   0   0   0   0   0   0   0   0]
 [  1   0   8   0   0   3   2   0   3   0]
 [  0   2   0  11   0   0   0   0   0   1]
 [  1   3   0   0  31   2   1   0   1   8]
 [  2   1   1   0   0  44   0   0   0   1]
 [  0   0   0   0   0   0   5   0   0   0]
 [  0   0   0   1   0   0   0  15   0   0]
 [  0   2   1   0   2   0   1   0  34   2]
 [  1   0   0   0   5   6   3   0   2 109]]
Precision
[0.90909091 0.84       0.53333333 0.73333333 0.62       0.8
 0.33333333 1.         0.68       0.872     ]
Recall
[0.50505051 1.         0.47058824 0.78571429 0.65957447 0.89795918
 1.         0.9375     0.80952381 0.86507937]
F1 by class
[0.64935065 0.91304348 0.5        0.75862069 0.63917526 0.84615385
 0.5        0.96774194 0.73913043 0.8685259 ]
Accuracy
0.7923076923076923
Macro average F1
0.7381742187833319
Weighted average F1
0.7870006863654561
