Best Multi-Layered Perceptron
4,4
13,13
7,7
2,2
1,18
17,17
11,11
23,23
22,22
11,20
2,2
9,9
11,11
19,19
4,4
5,5
21,6
19,8
2,2
0,0
16,16
0,0
9,25
17,17
9,9
1,1
12,21
8,8
5,24
13,12
3,3
23,23
10,17
16,16
10,10
10,10
6,18
25,9
15,15
19,5
16,16
11,11
13,13
1,1
7,13
7,10
13,25
3,14
24,24
0,0
7,7
15,3
22,22
21,20
3,3
14,14
5,25
9,9
15,15
14,14
12,7
11,2
11,11
12,12
0,0
6,6
6,6
20,20
12,12
24,13
21,24
22,22
21,21
19,8
21,21
11,18
12,15
17,17
6,6
19,19
##################CONFUSION MATRIX############################
[[4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]
Precision
[1.         1.         0.75       0.66666667 1.         0.5
 0.75       0.66666667 0.33333333 0.75       0.66666667 1.
 0.66666667 0.5        0.66666667 0.66666667 1.         0.75
 0.         1.         0.33333333 0.66666667 1.         1.
 0.33333333 0.        ]
Recall
[1.         0.66666667 1.         0.66666667 1.         0.33333333
 0.75       0.5        1.         0.75       0.66666667 0.57142857
 0.4        0.5        1.         0.66666667 1.         1.
 1.         0.4        1.         0.4        1.         1.
 0.5        0.        ]
F1 by class
[1.         0.8        0.85714286 0.66666667 1.         0.4
 0.75       0.57142857 0.5        0.75       0.66666667 0.72727273
 0.5        0.5        0.8        0.66666667 1.         0.85714286
 0.         0.57142857 0.5        0.5        1.         1.
 0.4        0.        ]
Accuracy
0.675
Macro average F1
0.6532467532467532
Weighted average F1
0.6922077922077922
