PERCEPTRON
4,4
13,13
22,7
2,2
6,18
17,17
0,11
24,23
22,22
11,20
2,2
9,9
2,11
19,19
4,4
5,5
0,6
8,8
2,2
0,0
6,16
0,0
25,25
17,17
9,9
0,1
12,21
8,8
12,24
6,12
3,3
0,23
10,17
16,16
10,10
22,10
6,18
19,9
15,15
12,5
16,16
11,11
13,13
22,1
13,13
7,10
13,25
6,14
24,24
0,0
7,7
3,3
22,22
11,20
3,3
2,14
12,25
9,9
15,15
6,14
12,7
6,2
11,11
22,12
0,0
6,6
6,6
22,20
12,12
13,13
24,24
22,22
12,21
8,8
22,21
1,18
12,15
7,17
12,6
19,19
##################CONFUSION MATRIX############################
[[4 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 0 0 2 0 0 0 0 0 1 0 2 0 1 0 2 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 3 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]]
Precision
[1.         0.         0.75       1.         1.         0.5
 0.5        0.33333333 1.         0.75       0.33333333 0.5
 0.33333333 1.         0.         0.66666667 0.66666667 0.5
 0.         1.         0.         0.         1.         0.
 0.66666667 0.33333333]
Recall
[0.5        0.         0.6        1.         1.         1.
 0.22222222 0.33333333 1.         1.         0.5        0.5
 0.11111111 0.8        1.         1.         1.         1.
 1.         0.66666667 1.         1.         0.33333333 1.
 0.66666667 1.        ]
F1 by class
[0.66666667 0.         0.66666667 1.         1.         0.66666667
 0.30769231 0.33333333 1.         0.85714286 0.4        0.5
 0.16666667 0.88888889 0.         0.8        0.8        0.66666667
 0.         0.8        0.         0.         0.5        0.
 0.66666667 0.5       ]
Accuracy
0.55
Macro average F1
0.5071945148868225
Weighted average F1
0.5793971306471306
