Base Multi-Layered Perceptron
9,9
0,0
4,4
5,5
9,9
1,1
1,1
1,3
8,8
9,9
5,0
1,1
1,3
9,9
9,0
1,3
9,9
9,9
1,7
1,1
1,6
1,1
9,2
1,7
9,9
0,8
1,1
1,1
1,8
8,2
9,9
8,8
8,8
9,9
8,8
1,1
9,9
9,9
1,1
1,1
1,1
1,7
9,0
5,5
9,9
9,5
1,1
1,1
5,5
1,1
9,8
9,9
5,5
9,9
0,0
0,1
8,8
5,5
9,4
1,1
1,1
9,9
0,0
0,0
9,9
0,0
1,1
9,4
0,0
0,9
1,3
1,1
1,1
9,9
9,9
0,8
9,4
1,1
0,4
9,9
1,7
1,1
0,0
5,5
0,0
9,6
9,9
9,9
1,7
1,6
8,8
5,5
1,1
1,1
5,5
1,1
9,9
9,9
0,0
0,0
8,9
8,8
8,8
9,2
9,4
5,5
8,8
5,5
9,5
4,4
1,1
9,9
5,2
5,5
8,8
9,9
8,8
1,4
8,8
9,9
1,1
9,5
5,5
9,9
1,1
1,1
5,6
9,9
4,4
9,9
1,1
1,1
8,8
1,1
9,9
1,1
5,4
9,9
0,0
8,2
5,5
1,0
1,1
4,9
9,4
4,4
9,9
9,9
9,9
1,1
1,1
5,5
9,9
1,1
5,5
0,0
1,1
5,5
5,5
1,3
0,0
9,8
0,0
1,1
1,1
1,1
1,1
1,1
9,9
0,0
5,5
9,9
9,5
0,0
4,4
1,1
1,1
0,0
0,8
5,5
9,9
1,1
9,4
9,9
9,4
1,1
9,9
9,4
0,9
1,3
1,1
9,9
1,1
9,9
5,5
1,7
9,9
1,7
9,9
9,9
5,9
0,0
9,9
0,0
9,0
5,1
8,8
1,1
5,5
1,4
9,4
5,5
1,0
0,0
9,9
0,0
8,8
1,1
1,1
9,9
0,8
1,1
9,9
4,4
9,4
1,3
9,8
5,5
8,4
1,1
9,9
1,1
9,9
9,9
1,1
1,6
5,5
9,9
8,2
1,1
8,2
0,0
9,9
9,9
1,1
1,1
9,5
0,0
9,9
1,7
9,9
1,1
1,1
1,1
9,9
0,0
9,9
5,3
1,1
1,1
9,4
4,1
1,1
1,1
5,4
9,5
9,9
8,2
1,7
8,9
5,5
0,4
9,9
1,1
1,7
1,0
5,5
8,8
9,9
5,5
0,0
0,4
9,4
5,6
0,3
9,9
0,0
1,1
9,5
1,1
1,3
9,9
8,2
8,8
1,1
9,9
1,1
0,0
8,8
9,9
1,0
5,5
9,9
5,5
1,1
1,1
1,1
1,7
1,6
1,1
9,9
9,9
1,1
9,4
1,1
8,8
9,5
9,9
9,9
1,7
9,9
1,8
9,9
9,9
8,0
9,5
9,9
0,0
1,1
9,5
9,5
1,1
9,9
4,4
1,1
9,6
1,7
1,1
9,9
9,4
8,8
9,8
5,5
8,8
0,0
9,4
5,5
9,4
9,9
9,9
5,5
1,3
1,1
8,8
1,1
9,4
9,9
1,1
1,1
1,1
0,4
9,9
0,0
5,5
9,4
8,2
0,4
1,1
1,1
1,3
9,9
5,5
1,1
5,5
1,1
9,4
1,1
9,9
8,8
8,8
1,1
9,9
1,1
1,1
1,1
9,9
9,4
4,4
9,9
8,6
9,9
9,9
1,0
1,1
5,5
1,1
8,2
8,8
9,2
1,1
1,1
9,9
0,6
9,9
8,8
1,7
8,8
9,9
0,8
9,4
5,5
1,6
1,1
9,9
1,1
1,1
9,9
1,1
4,4
9,5
9,4
9,9
0,3
9,9
8,4
0,0
9,9
5,5
4,4
8,8
9,9
0,4
1,1
9,9
9,9
1,1
1,1
9,9
9,9
5,5
1,1
0,0
0,0
1,1
0,0
9,9
8,8
8,8
9,0
9,4
9,9
9,9
1,1
9,9
8,8
9,0
1,1
0,0
1,1
9,9
1,1
8,8
8,8
9,9
9,8
9,4
1,1
8,2
1,7
8,8
9,9
8,8
8,2
9,9
5,3
9,9
5,5
0,0
1,6
4,6
1,6
1,0
1,1
0,1
9,9
4,4
9,9
9,8
9,9
0,0
1,1
9,5
4,4
1,1
9,8
1,1
1,3
0,0
0,0
1,1
9,9
8,0
9,9
0,4
9,9
0,0
9,2
1,1
5,5
8,8
9,9
1,1
1,1
9,9
9,4
0,0
1,1
9,9
4,6
5,5
##################CONFUSION MATRIX############################
[[ 41   2   0   2   7   0   1   0   5   2]
 [  6 121   0  11   2   0   7  15   2   0]
 [  0   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   0]
 [  0   1   0   0  12   0   2   0   0   1]
 [  1   1   1   2   2  42   2   0   0   1]
 [  0   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   0]
 [  2   0  10   0   2   0   1   0  36   2]
 [  5   0   4   0  25  13   2   0   7 119]]
Precision
[0.74545455 0.968      0.         0.         0.24       0.76363636
 0.         0.         0.72       0.952     ]
Recall
[0.68333333 0.73780488 1.         1.         0.75       0.80769231
 1.         1.         0.67924528 0.68      ]
F1 by class
[0.71304348 0.83737024 0.         0.         0.36363636 0.78504673
 0.         0.         0.69902913 0.79333333]
Accuracy
0.7134615384615385
Macro average F1
0.4191459272630653
Weighted average F1
0.7742958022427175
